LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 137148, 0, 10.42252541506256, 34.35548142439974, 10.422449420885114,
1, 132649, 0, 28.220623600630233, 34.29563819261214, 28.220410855634885,
2, 36847, 0, 6.383151952669145, 18.75, 6.382978723404249,
3, 61151, 0, 10.577096040947819, 51.5625, 10.576923076923356,
4, 701907, 0, 47.99914732293595, 51.443457288918204, 47.999078939119094,
5, 15483, 0, 17.089711296260415, 28.125, 17.0886075949367,
6, 16855, 0, 21.367546722040938, 76.5625, 21.366279069767486,
7, 249871, 0, 72.37236914247752, 75.83432404891305, 72.37207950470643,
8, 20187, 0, 19.66116807846634, 28.125, 19.660194174757315,
9, 16855, 0, 21.367546722040938, 76.5625, 21.366279069767486,
10, 249871, 0, 72.37236914247752, 75.83432404891305, 72.37207950470643,
11, 5149, 0, 23.55311711011847, 33.6875, 23.548543689320404,
12, 7049, 0, 22.59185700099305, 66.35416666666667, 22.588652482269506,
13, 118139, 0, 62.76398987633212, 65.01538825757575, 62.76345860843067,
14, 6349, 0, 25.468577728776186, 33.6875, 25.46456692913384,
15, 7049, 0, 22.59185700099305, 66.35416666666667, 22.588652482269506,
16, 118139, 0, 62.76398987633212, 65.01538825757575, 62.76345860843067,
17, 6349, 0, 25.468577728776186, 33.6875, 25.46456692913384,
18, 7049, 0, 22.59185700099305, 66.35416666666667, 22.588652482269506,
19, 118139, 0, 62.76398987633212, 65.01538825757575, 62.76345860843067,
20, 1777, 0, 45.49803038829488, 60.15625, 45.47244094488189,
21, 4409, 0, 35.84146064867317, 70.546875, 35.83333333333333,
22, 87949, 0, 71.28449442290419, 72.5625, 71.2836839113132,
23, 3121, 0, 51.81031720602371, 60.15625, 51.793721973094165,
24, 4409, 0, 35.84146064867317, 70.546875, 35.83333333333333,
25, 87949, 0, 71.28449442290419, 72.5625, 71.2836839113132,
26, 3121, 0, 51.81031720602371, 60.15625, 51.793721973094165,
27, 4409, 0, 35.84146064867317, 70.546875, 35.83333333333333,
28, 87949, 0, 71.28449442290419, 72.5625, 71.2836839113132,
29, 3121, 0, 51.81031720602371, 60.15625, 51.793721973094165,
30, 4409, 0, 35.84146064867317, 70.546875, 35.83333333333333,
31, 87949, 0, 71.28449442290419, 72.5625, 71.2836839113132,
32, 6243, 0, 38.85151369533878, 45.1171875, 38.84529147982062,
33, 7741, 0, 45.81287947293632, 75.390625, 45.80696202531646,
34, 183609, 0, 76.62859663741973, 77.54464285714285, 76.62817929306681,
35, 8931, 0, 40.73731944910984, 45.1171875, 40.732758620689665,
36, 7741, 0, 45.81287947293632, 75.390625, 45.80696202531646,
37, 183609, 0, 76.62859663741973, 77.54464285714285, 76.62817929306681,
38, 8931, 0, 40.73731944910984, 45.1171875, 40.732758620689665,
39, 7741, 0, 45.81287947293632, 75.390625, 45.80696202531646,
40, 183609, 0, 76.62859663741973, 77.54464285714285, 76.62817929306681,
41, 2551, 0, 58.344766758134064, 64.599609375, 58.32190438871473,
42, 4883, 0, 50.330867294695885, 69.81977982954545, 50.320562039312044,
43, 95721, 0, 70.73780831792396, 71.24467329545455, 70.73706932575584,
44, 4087, 0, 60.69549792023489, 64.599609375, 60.6806506849315,
45, 4883, 0, 50.330867294695885, 69.81977982954545, 50.320562039312044,
46, 95721, 0, 70.73780831792396, 71.24467329545455, 70.73706932575584,
47, 4087, 0, 60.69549792023489, 64.599609375, 60.6806506849315,
48, 4883, 0, 50.330867294695885, 69.81977982954545, 50.320562039312044,
49, 95721, 0, 70.73780831792396, 71.24467329545455, 70.73706932575584,
50, 8175, 0, 60.12614678899082, 64.00146484375, 60.11879280821917,
51, 10695, 0, 61.135460495558675, 72.9736328125, 61.129744764397934,
52, 14761, 0, 2.8283991599485128, 2.9651988636363638, 2.8282075599512257,
