LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
32, 1.0, 59103.0, 1658880, 1.0, 59088.0, 1486080, 2303.0, 59118.0, 20176, -3275.0, 53695.0, 318707, -3275.0, 47249.0, 1476864, 59149.0, 59729.0, 18576,
33, 1.0, 37783.0, 852992, 1.0, 37780.0, 919296, 255.0, 37810.0, 108164, -3275.0, 37463.0, 852992, -3275.0, 33672.0, 172198, 11730.0, 37912.0, 100579,
34, 1.0, 37951.0, 1003520, 1.0, 37948.0, 924672, 1023.0, 37978.0, 27524, -3275.0, 36349.0, 1003520, -3275.0, 30346.0, 918528, 38009.0, 38799.0, 25284,
35, 1.0, 59103.0, 1658880, 1.0, 59088.0, 1486080, 2303.0, 59118.0, 20176, -3275.0, 53695.0, 318707, -3275.0, 47249.0, 1476864, 59149.0, 59729.0, 18576,
36, 1.0, 37783.0, 852992, 1.0, 37780.0, 919296, 255.0, 37810.0, 108164, -3275.0, 37463.0, 852992, -3275.0, 33672.0, 172198, 11730.0, 37912.0, 100579,
37, 1.0, 37951.0, 1003520, 1.0, 37948.0, 924672, 1023.0, 37978.0, 27524, -3275.0, 36349.0, 1003520, -3275.0, 30346.0, 918528, 38009.0, 38799.0, 25284,
38, 1.0, 59103.0, 1658880, 1.0, 59088.0, 1486080, 2303.0, 59118.0, 20176, -3275.0, 53695.0, 318707, -3275.0, 47249.0, 1476864, 59149.0, 59729.0, 18576,
39, 1.0, 37783.0, 852992, 1.0, 37780.0, 919296, 255.0, 37810.0, 108164, -3275.0, 37463.0, 852992, -3275.0, 33672.0, 172198, 11730.0, 37912.0, 100579,
40, 1.0, 37951.0, 1003520, 1.0, 37948.0, 924672, 1023.0, 37978.0, 27524, -3275.0, 36349.0, 1003520, -3275.0, 30346.0, 918528, 38009.0, 38799.0, 25284,
41, 1.0, 59103.0, 1658880, 1.0, 59088.0, 1486080, 2303.0, 59118.0, 20176, -3275.0, 53695.0, 318707, -3275.0, 47249.0, 1476864, 59149.0, 59729.0, 18576,
42, 1.0, 37783.0, 852992, 1.0, 37780.0, 919296, 255.0, 37810.0, 108164, -3275.0, 37463.0, 852992, -3275.0, 33672.0, 172198, 11730.0, 37912.0, 100579,
43, 1.0, 68359.0, 1806336, 1.0, 68356.0, 1842176, 1023.0, 68386.0, 54404, -3275.0, 67255.0, 1806336, -3275.0, 60738.0, 1836032, 40146.0, 68968.0, 50403,
44, 1.0, 41992.0, 1036800, 1.0, 41968.0, 1184256, 4614.0, 41998.0, 7001, -2555.0, -1.0, 25088, -3275.0, 37294.0, 1184256, 42029.0, 42229.0, 6425,
45, 1.0, 37838.0, 827904, 1.0, 37822.0, 1049600, 511.0, 37852.0, 54449, -2555.0, -1.0, 25088, -3275.0, 36126.0, 1032146, 24090.0, 38429.0, 50256,
46, 1.0, 250807.0, 6623232, 1.0, 250804.0, 7347200, 1023.0, 250834.0, 215684, -3275.0, 249620.0, 6623232, -3275.0, 243092.0, 7341056, 40146.0, 251000.0, 200931,
47, 1.0, 37934.0, 903168, 1.0, 37918.0, 1052672, 2047.0, 37948.0, 13745, -3275.0, 36814.0, 903168, -3275.0, 33696.0, 1050624, 37979.0, 38372.0, 12593,
48, 1.0, 41992.0, 1036800, 1.0, 41968.0, 1184256, 4614.0, 41998.0, 7001, -2555.0, -1.0, 25088, -3275.0, 37294.0, 1184256, 42029.0, 42229.0, 6425,
49, 1.0, 37838.0, 827904, 1.0, 37822.0, 1049600, 511.0, 37852.0, 54449, -2555.0, -1.0, 25088, -3275.0, 36126.0, 1032146, 24090.0, 38429.0, 50256,
50, 1.0, 37934.0, 903168, 1.0, 37918.0, 1052672, 2047.0, 37948.0, 13745, -3275.0, 36814.0, 903168, -3275.0, 33696.0, 1050624, 37979.0, 38372.0, 12593,
51, 1.0, 41992.0, 1036800, 1.0, 41968.0, 1184256, 4614.0, 41998.0, 7001, -2555.0, -1.0, 25088, -3275.0, 37294.0, 1184256, 42029.0, 42229.0, 6425,
52, 1.0, 37838.0, 827904, 1.0, 37822.0, 1049600, 511.0, 37852.0, 54449, -2555.0, -1.0, 25088, -3275.0, 36126.0, 1032146, 24090.0, 38429.0, 50256,
53, 1.0, 33698.0, 32768, 1.0, 33718.0, 1026048, 2078.0, 33748.0, 1525, -262.0, -1.0, 2048, -3275.0, 33194.0, 1026048, 33759.0, 33774.0, 501,
