LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 22.455356297460565, 22.50731910542163, 5.194462855303274, 2.2310676821382383, 9.570701932858595, 5.087042486665441,
1, 28.61575418899234, 28.89052823470283, 1.6900784557589594, 4.361860074834533, 0.8197645551373428, 1.9220392738356347,
2, 28.61575418899234, 28.89052823470283, 1.6900784557589594, 4.361860074834533, 0.8197645551373428, 1.9220392738356347,
3, 28.61575418899234, 28.89052823470283, 1.6900784557589594, 4.361860074834533, 0.8197645551373428, 1.9220392738356347,
4, 28.61575418899234, 28.89052823470283, 1.6900784557589594, 4.361860074834533, 0.8197645551373428, 1.9220392738356347,
5, 28.312920265207918, 28.890734964497877, 1.6732550666938353, 13.272500764292266, 2.2617612281687958, 2.3430978945894214,
6, 29.158278027913248, 30.366017354513204, 0.8626709475713978, 4.576565291874666, 29.489591476828537, 1.2834583790516296,
7, 15.8224443301242, 16.25516278386125, 8.419196002057765, 12.229845835110597, 9.615023474178404, 11.02590620520172,
8, 29.158278027913248, 30.366017354513204, 0.8626709475713978, 4.576565291874666, 29.489591476828537, 1.2834583790516296,
9, 29.158278027913248, 30.366017354513204, 0.8626709475713978, 4.576565291874666, 29.489591476828537, 1.2834583790516296,
10, 26.57040730770928, 30.36617978023918, 0.7907859317770619, 14.375495666969474, 29.00271147388977, 2.1232766641292398,
11, 28.0456048774818, 31.161783197202, 0.41657244899037393, 5.572154746325478, 30.148744109017674, 3.833645054031588,
12, 18.948926720947448, 21.55966773583354, 5.07410148860926, 9.819178082191781, 2.618763326226013, 9.429155759162304,
13, 28.0456048774818, 31.161783197202, 0.41657244899037393, 5.572154746325478, 30.148744109017674, 3.833645054031588,
14, 28.0456048774818, 31.161783197202, 0.41657244899037393, 5.572154746325478, 30.148744109017674, 3.833645054031588,
15, 23.85830328485953, 31.16186551491857, 0.358415553882527, 14.14081101679325, 29.901978428663767, 32.0,
16, 24.668424363281094, 31.5755831849998, 0.1850131827246082, 9.819178082191781, 30.28271444890834, 32.0,
17, 25.763538083538084, 25.763538083538084, 3.421719901719902, 9.57557251908397, 13.12734768666972, 32.0,
18, 24.668424363281094, 31.5755831849998, 0.1850131827246082, 9.819178082191781, 30.28271444890834, 32.0,
19, 24.668424363281094, 31.5755831849998, 0.1850131827246082, 9.819178082191781, 30.28271444890834, 32.0,
20, 0.8920346273207382, 27.876082103773072, 0.16594980127402406, 7.757575757575758, 25.045247762070147, 31.25,
