LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
10, 1.0, 249813.0, 7558272, 1.0, 249814.0, 4411584, 1295.0, 249844.0, 119668, -3275.0, 244027.0, 1504854, -3275.0, 124377.0, 3821904, 44751.0, 250171.0, 107923,
11, 1.0, 5103.0, 112896, 1.0, 5096.0, 32400, 143.0, 5126.0, 8656, -3275.0, 4388.0, 112896, -131.0, -1.0, 1296, 5149.0, 5369.0, 7056,
12, 1.0, 4653.0, 50176, 1.0, 4654.0, 39200, 31.0, 4684.0, 41616, -2555.0, -1.0, 25088, -197.0, -1.0, 1568, 3707.0, 4876.0, 38447,
13, 1.0, 78701.0, 2336256, 1.0, 78714.0, 1862784, 1727.0, 78744.0, 35940, -3275.0, 76373.0, 369011, -3275.0, 41035.0, 1273876, 76930.0, 78771.0, 33155,
14, 1.0, 6303.0, 150528, 1.0, 6296.0, 43200, 191.0, 6326.0, 8656, -3275.0, 5412.0, 150528, -197.0, -1.0, 1728, 6349.0, 6569.0, 7056,
15, 1.0, 4653.0, 50176, 1.0, 4654.0, 39200, 31.0, 4684.0, 41616, -2555.0, -1.0, 25088, -197.0, -1.0, 1568, 3707.0, 4876.0, 38447,
16, 1.0, 78701.0, 2336256, 1.0, 78714.0, 1862784, 1727.0, 78744.0, 35940, -3275.0, 76373.0, 369011, -3275.0, 41035.0, 1273876, 76930.0, 78771.0, 33155,
17, 1.0, 6303.0, 150528, 1.0, 6296.0, 43200, 191.0, 6326.0, 8656, -3275.0, 5412.0, 150528, -197.0, -1.0, 1728, 6349.0, 6569.0, 7056,
18, 1.0, 4653.0, 50176, 1.0, 4654.0, 39200, 31.0, 4684.0, 41616, -2555.0, -1.0, 25088, -197.0, -1.0, 1568, 3707.0, 4876.0, 38447,
19, 1.0, 78701.0, 2336256, 1.0, 78714.0, 1862784, 1727.0, 78744.0, 35940, -3275.0, 76373.0, 369011, -3275.0, 41035.0, 1273876, 76930.0, 78771.0, 33155,
20, 1.0, 1719.0, 37632, 1.0, 1732.0, 22848, 191.0, 1762.0, 3780, -3275.0, 1349.0, 37632, -328.0, -1.0, 3264, 1777.0, 1881.0, 3332,
21, 1.0, 3469.0, 50176, 1.0, 3466.0, 43456, 63.0, 3496.0, 20804, -1310.0, -1.0, 12544, -655.0, -1.0, 6208, 3527.0, 4121.0, 19012,
22, 1.0, 70313.0, 1990656, 1.0, 70298.0, 1676160, 3455.0, 70328.0, 15248, -3275.0, 66230.0, 446652, -3275.0, 52056.0, 1662336, 70359.0, 70795.0, 13968,
23, 1.0, 3063.0, 75264, 1.0, 3076.0, 45696, 383.0, 3106.0, 3780, -3275.0, 2373.0, 75264, -655.0, -1.0, 6528, 3121.0, 3225.0, 3332,
24, 1.0, 3469.0, 50176, 1.0, 3466.0, 43456, 63.0, 3496.0, 20804, -1310.0, -1.0, 12544, -655.0, -1.0, 6208, 3527.0, 4121.0, 19012,
25, 1.0, 70313.0, 1990656, 1.0, 70298.0, 1676160, 3455.0, 70328.0, 15248, -3275.0, 66230.0, 446652, -3275.0, 52056.0, 1662336, 70359.0, 70795.0, 13968,
26, 1.0, 3063.0, 75264, 1.0, 3076.0, 45696, 383.0, 3106.0, 3780, -3275.0, 2373.0, 75264, -655.0, -1.0, 6528, 3121.0, 3225.0, 3332,
27, 1.0, 3469.0, 50176, 1.0, 3466.0, 43456, 63.0, 3496.0, 20804, -1310.0, -1.0, 12544, -655.0, -1.0, 6208, 3527.0, 4121.0, 19012,
28, 1.0, 70313.0, 1990656, 1.0, 70298.0, 1676160, 3455.0, 70328.0, 15248, -3275.0, 66230.0, 446652, -3275.0, 52056.0, 1662336, 70359.0, 70795.0, 13968,
29, 1.0, 3063.0, 75264, 1.0, 3076.0, 45696, 383.0, 3106.0, 3780, -3275.0, 2373.0, 75264, -655.0, -1.0, 6528, 3121.0, 3225.0, 3332,
30, 1.0, 3469.0, 50176, 1.0, 3466.0, 43456, 63.0, 3496.0, 20804, -1310.0, -1.0, 12544, -655.0, -1.0, 6208, 3527.0, 4121.0, 19012,
31, 1.0, 70313.0, 1990656, 1.0, 70298.0, 1676160, 3455.0, 70328.0, 15248, -3275.0, 66230.0, 446652, -3275.0, 52056.0, 1662336, 70359.0, 70795.0, 13968,
32, 1.0, 3063.0, 75264, 1.0, 3084.0, 67200, 383.0, 3114.0, 5348, -3275.0, 2373.0, 75264, -983.0, -1.0, 9600, 3121.0, 3274.0, 4900,
33, 1.0, 5471.0, 94080, 1.0, 5484.0, 97440, 95.0, 5514.0, 30660, -1900.0, -1.0, 18816, -1441.0, -1.0, 13920, 5529.0, 6417.0, 28420,
34, 1.0, 131103.0, 3732480, 1.0, 131104.0, 3758400, 5183.0, 131134.0, 22480, -3275.0, 129459.0, 1059326, -3275.0, 129632.0, 3758400, 131149.0, 131801.0, 20880,
35, 1.0, 4407.0, 112896, 1.0, 4428.0, 100800, 575.0, 4458.0, 5348, -3275.0, 3396.0, 112896, -1441.0, -1.0, 14400, 4465.0, 4618.0, 4900,
36, 1.0, 5471.0, 94080, 1.0, 5484.0, 97440, 95.0, 5514.0, 30660, -1900.0, -1.0, 18816, -1441.0, -1.0, 13920, 5529.0, 6417.0, 28420,
37, 1.0, 131103.0, 3732480, 1.0, 131104.0, 3758400, 5183.0, 131134.0, 22480, -3275.0, 129459.0, 1059326, -3275.0, 129632.0, 3758400, 131149.0, 131801.0, 20880,
38, 1.0, 4407.0, 112896, 1.0, 4428.0, 100800, 575.0, 4458.0, 5348, -3275.0, 3396.0, 112896, -1441.0, -1.0, 14400, 4465.0, 4618.0, 4900,
39, 1.0, 5471.0, 94080, 1.0, 5484.0, 97440, 95.0, 5514.0, 30660, -1900.0, -1.0, 18816, -1441.0, -1.0, 13920, 5529.0, 6417.0, 28420,
40, 1.0, 131103.0, 3732480, 1.0, 131104.0, 3758400, 5183.0, 131134.0, 22480, -3275.0, 129459.0, 1059326, -3275.0, 129632.0, 3758400, 131149.0, 131801.0, 20880,
41, 1.0, 2506.0, 56448, 1.0, 2498.0, 47232, 575.0, 2528.0, 2265, -2882.0, -1.0, 28224, -2424.0, -1.0, 23616, 2551.0, 2613.0, 2009,
42, 1.0, 3506.0, 62720, 1.0, 3506.0, 77120, 159.0, 3536.0, 12833, -786.0, -1.0, 7840, -3275.0, 2743.0, 40590, 3551.0, 3920.0, 11809,
43, 1.0, 69578.0, 1728000, 1.0, 69570.0, 2082240, 8646.0, 69600.0, 6537, -3275.0, 66946.0, 949294, -3275.0, 68445.0, 2082240, 69615.0, 69803.0, 6025,
44, 1.0, 4042.0, 94080, 1.0, 4034.0, 78720, 959.0, 4064.0, 2265, -3275.0, 2637.0, 94080, -3275.0, 2274.0, 41390, 4087.0, 4149.0, 2009,
45, 1.0, 3506.0, 62720, 1.0, 3506.0, 77120, 159.0, 3536.0, 12833, -786.0, -1.0, 7840, -3275.0, 2743.0, 40590, 3551.0, 3920.0, 11809,
46, 1.0, 69578.0, 1728000, 1.0, 69570.0, 2082240, 8646.0, 69600.0, 6537, -3275.0, 66946.0, 949294, -3275.0, 68445.0, 2082240, 69615.0, 69803.0, 6025,
47, 1.0, 4042.0, 94080, 1.0, 4034.0, 78720, 959.0, 4064.0, 2265, -3275.0, 2637.0, 94080, -3275.0, 2274.0, 41390, 4087.0, 4149.0, 2009,
48, 1.0, 3506.0, 62720, 1.0, 3506.0, 77120, 159.0, 3536.0, 12833, -786.0, -1.0, 7840, -3275.0, 2743.0, 40590, 3551.0, 3920.0, 11809,
49, 1.0, 69578.0, 1728000, 1.0, 69570.0, 2082240, 8646.0, 69600.0, 6537, -3275.0, 66946.0, 949294, -3275.0, 68445.0, 2082240, 69615.0, 69803.0, 6025,
50, 1.0, 6086.0, 141120, 1.0, 6086.0, 155520, 959.0, 6116.0, 4353, -3275.0, 5483.0, 141120, -3275.0, 4216.0, 81820, 6131.0, 6255.0, 3969,
51, 1.0, 8358.0, 172480, 1.0, 8342.0, 205440, 319.0, 8372.0, 17137, -1572.0, -1.0, 15680, -3275.0, 6955.0, 108810, 8403.0, 8894.0, 15729,
52, 1.0, 10674.0, 10240, 1.0, 10700.0, 321280, 1310.0, 10730.0, 763, -131.0, -1.0, 1280, -3275.0, 9705.0, 321280, 10735.0, 10742.0, 251,
