LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
15, 1.0, 28653.0, 802816, 1.0, 28638.0, 422400, 511.0, 28668.0, 29072, -3275.0, 27810.0, 802816, -1703.0, -1.0, 16896, 28699.0, 29507.0, 25872,
16, 1.0, 53357.0, 1557504, 1.0, 53354.0, 836352, 1151.0, 53384.0, 25124, -3275.0, 49454.0, 245890, -3275.0, 25880.0, 812160, 53415.0, 54112.0, 22308,
17, 1.0, 23703.0, 501760, 1.0, 23688.0, 412800, 127.0, 23718.0, 109136, -3275.0, 23127.0, 501760, -1703.0, -1.0, 16512, 6238.0, 23838.0, 101167,
18, 1.0, 28653.0, 802816, 1.0, 28638.0, 422400, 511.0, 28668.0, 29072, -3275.0, 27810.0, 802816, -1703.0, -1.0, 16896, 28699.0, 29507.0, 25872,
19, 1.0, 53357.0, 1557504, 1.0, 53354.0, 836352, 1151.0, 53384.0, 25124, -3275.0, 49454.0, 245890, -3275.0, 25880.0, 812160, 53415.0, 54112.0, 22308,
20, 1.0, 23703.0, 501760, 1.0, 23688.0, 412800, 127.0, 23718.0, 109136, -3275.0, 23127.0, 501760, -1703.0, -1.0, 16512, 6238.0, 23838.0, 101167,
21, 1.0, 28653.0, 802816, 1.0, 28638.0, 422400, 511.0, 28668.0, 29072, -3275.0, 27810.0, 802816, -1703.0, -1.0, 16896, 28699.0, 29507.0, 25872,
22, 1.0, 53357.0, 1557504, 1.0, 53354.0, 836352, 1151.0, 53384.0, 25124, -3275.0, 49454.0, 245890, -3275.0, 25880.0, 812160, 53415.0, 54112.0, 22308,
23, 1.0, 23703.0, 501760, 1.0, 23688.0, 412800, 127.0, 23718.0, 109136, -3275.0, 23127.0, 501760, -1703.0, -1.0, 16512, 6238.0, 23838.0, 101167,
24, 1.0, 43003.0, 1204224, 1.0, 42988.0, 832000, 511.0, 43018.0, 55760, -3275.0, 41836.0, 1204224, -3275.0, 14888.0, 49646, 18910.0, 43618.0, 50991,
25, 1.0, 35443.0, 995328, 1.0, 35428.0, 748800, 2303.0, 35458.0, 10320, -3275.0, 30035.0, 187707, -3275.0, 23090.0, 739584, 35489.0, 35781.0, 9360,
26, 1.0, 19975.0, 451584, 1.0, 19972.0, 460544, 255.0, 20002.0, 54404, -3275.0, 18710.0, 451584, -3275.0, 13638.0, 82140, 11730.0, 20584.0, 50403,
27, 1.0, 129103.0, 3612672, 1.0, 129088.0, 3289600, 511.0, 129118.0, 215888, -3275.0, 128468.0, 3612672, -3275.0, 100988.0, 246146, 18910.0, 129302.0, 201519,
28, 1.0, 22747.0, 602112, 1.0, 22744.0, 465920, 1023.0, 22774.0, 14084, -3275.0, 21408.0, 602112, -3275.0, 15152.0, 459776, 22805.0, 23203.0, 12740,
29, 1.0, 35443.0, 995328, 1.0, 35428.0, 748800, 2303.0, 35458.0, 10320, -3275.0, 30035.0, 187707, -3275.0, 23090.0, 739584, 35489.0, 35781.0, 9360,
30, 1.0, 19975.0, 451584, 1.0, 19972.0, 460544, 255.0, 20002.0, 54404, -3275.0, 18710.0, 451584, -3275.0, 13638.0, 82140, 11730.0, 20584.0, 50403,
31, 1.0, 22747.0, 602112, 1.0, 22744.0, 465920, 1023.0, 22774.0, 14084, -3275.0, 21408.0, 602112, -3275.0, 15152.0, 459776, 22805.0, 23203.0, 12740,
32, 1.0, 35443.0, 995328, 1.0, 35428.0, 748800, 2303.0, 35458.0, 10320, -3275.0, 30035.0, 187707, -3275.0, 23090.0, 739584, 35489.0, 35781.0, 9360,
33, 1.0, 19975.0, 451584, 1.0, 19972.0, 460544, 255.0, 20002.0, 54404, -3275.0, 18710.0, 451584, -3275.0, 13638.0, 82140, 11730.0, 20584.0, 50403,
34, 1.0, 22747.0, 602112, 1.0, 22744.0, 465920, 1023.0, 22774.0, 14084, -3275.0, 21408.0, 602112, -3275.0, 15152.0, 459776, 22805.0, 23203.0, 12740,
35, 1.0, 35443.0, 995328, 1.0, 35428.0, 748800, 2303.0, 35458.0, 10320, -3275.0, 30035.0, 187707, -3275.0, 23090.0, 739584, 35489.0, 35781.0, 9360,
36, 1.0, 19975.0, 451584, 1.0, 19972.0, 460544, 255.0, 20002.0, 54404, -3275.0, 18710.0, 451584, -3275.0, 13638.0, 82140, 11730.0, 20584.0, 50403,
37, 1.0, 22747.0, 602112, 1.0, 22744.0, 465920, 1023.0, 22774.0, 14084, -3275.0, 21408.0, 602112, -3275.0, 15152.0, 459776, 22805.0, 23203.0, 12740,
38, 1.0, 35443.0, 995328, 1.0, 35428.0, 748800, 2303.0, 35458.0, 10320, -3275.0, 30035.0, 187707, -3275.0, 23090.0, 739584, 35489.0, 35781.0, 9360,
39, 1.0, 19975.0, 451584, 1.0, 19972.0, 460544, 255.0, 20002.0, 54404, -3275.0, 18710.0, 451584, -3275.0, 13638.0, 82140, 11730.0, 20584.0, 50403,
40, 1.0, 22747.0, 602112, 1.0, 22744.0, 465920, 1023.0, 22774.0, 14084, -3275.0, 21408.0, 602112, -3275.0, 15152.0, 459776, 22805.0, 23203.0, 12740,
41, 1.0, 35443.0, 995328, 1.0, 35428.0, 748800, 2303.0, 35458.0, 10320, -3275.0, 30035.0, 187707, -3275.0, 23090.0, 739584, 35489.0, 35781.0, 9360,
42, 1.0, 19975.0, 451584, 1.0, 19972.0, 460544, 255.0, 20002.0, 54404, -3275.0, 18710.0, 451584, -3275.0, 13638.0, 82140, 11730.0, 20584.0, 50403,
43, 1.0, 37951.0, 1003520, 1.0, 37948.0, 924672, 1023.0, 37978.0, 27524, -3275.0, 36349.0, 1003520, -3275.0, 30346.0, 918528, 38009.0, 38799.0, 25284,
44, 1.0, 23312.0, 576000, 1.0, 23288.0, 594432, 4614.0, 23318.0, 3545, -2555.0, -1.0, 25088, -3275.0, 18625.0, 594432, 23349.0, 23449.0, 3225,
45, 1.0, 19470.0, 426496, 1.0, 19454.0, 525312, 511.0, 19484.0, 27313, -2555.0, -1.0, 25088, -3275.0, 17758.0, 508146, 19515.0, 20300.0, 25137,
46, 1.0, 129175.0, 3411968, 1.0, 129172.0, 3677184, 1023.0, 129202.0, 108164, -3275.0, 128043.0, 3411968, -3275.0, 121523.0, 3671040, 40146.0, 129304.0, 100579,
47, 1.0, 21054.0, 501760, 1.0, 21038.0, 528384, 2047.0, 21068.0, 6961, -3275.0, 20428.0, 501760, -3275.0, 16826.0, 526336, 21099.0, 21296.0, 6321,
48, 1.0, 23312.0, 576000, 1.0, 23288.0, 594432, 4614.0, 23318.0, 3545, -2555.0, -1.0, 25088, -3275.0, 18625.0, 594432, 23349.0, 23449.0, 3225,
49, 1.0, 19470.0, 426496, 1.0, 19454.0, 525312, 511.0, 19484.0, 27313, -2555.0, -1.0, 25088, -3275.0, 17758.0, 508146, 19515.0, 20300.0, 25137,
50, 1.0, 21054.0, 501760, 1.0, 21038.0, 528384, 2047.0, 21068.0, 6961, -3275.0, 20428.0, 501760, -3275.0, 16826.0, 526336, 21099.0, 21296.0, 6321,
51, 1.0, 23312.0, 576000, 1.0, 23288.0, 594432, 4614.0, 23318.0, 3545, -2555.0, -1.0, 25088, -3275.0, 18625.0, 594432, 23349.0, 23449.0, 3225,
52, 1.0, 19470.0, 426496, 1.0, 19454.0, 525312, 511.0, 19484.0, 27313, -2555.0, -1.0, 25088, -3275.0, 17758.0, 508146, 19515.0, 20300.0, 25137,
53, 1.0, 16818.0, 16384, 1.0, 16844.0, 514048, 2078.0, 16874.0, 763, -262.0, -1.0, 2048, -3275.0, 15987.0, 514048, 16879.0, 16886.0, 251,
