LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 310573, 0, 37.34354901061908, 53.09371845558546, 37.34342877019637,
1, 12347, 0, 26.986312464566293, 53.125, 26.98412698412697,
2, 58695, 0, 47.50702785586507, 52.61973505434783, 47.50621848166825,
3, 37043, 0, 34.39246281348703, 67.70833333333334, 34.391534391534165,
4, 37043, 0, 34.39246281348703, 67.70833333333334, 34.391534391534165,
5, 31163, 0, 42.76866797163303, 53.125, 42.76729559748423,
6, 58695, 0, 47.50702785586507, 52.61973505434783, 47.50621848166825,
7, 37043, 0, 34.39246281348703, 67.70833333333334, 34.391534391534165,
8, 31163, 0, 42.76866797163303, 53.125, 42.76729559748423,
9, 58695, 0, 47.50702785586507, 52.61973505434783, 47.50621848166825,
10, 37043, 0, 34.39246281348703, 67.70833333333334, 34.391534391534165,
11, 62327, 0, 41.510099956680094, 51.5625, 41.509433962264104,
12, 53415, 0, 46.98399326032013, 49.51171875, 46.98311367380565,
13, 23749, 0, 53.231715019579774, 79.0125, 53.22947368421072,
14, 155819, 0, 64.90607692258325, 80.625, 64.90566037735945,
15, 28699, 0, 45.07474128018398, 50.53125000000001, 45.073170731707386,
16, 53415, 0, 46.98399326032013, 49.51171875, 46.98311367380565,
17, 23749, 0, 53.231715019579774, 79.0125, 53.22947368421072,
18, 28699, 0, 45.07474128018398, 50.53125000000001, 45.073170731707386,
19, 53415, 0, 46.98399326032013, 49.51171875, 46.98311367380565,
20, 23749, 0, 53.231715019579774, 79.0125, 53.22947368421072,
21, 28699, 0, 45.07474128018398, 50.53125000000001, 45.073170731707386,
22, 53415, 0, 46.98399326032013, 49.51171875, 46.98311367380565,
23, 23749, 0, 53.231715019579774, 79.0125, 53.22947368421072,
24, 43049, 0, 59.18836674487212, 66.35416666666667, 59.186991869918636,
25, 35489, 0, 59.34233142663924, 60.9375, 59.34065934065934,
26, 20033, 0, 62.86127888983178, 78.08159722222221, 62.858141160027955,
27, 129149, 0, 78.006024049741, 87.45138888888889, 78.00542005420047,
28, 22805, 0, 55.86494189870643, 59.244791666666664, 55.862492326580714,
29, 35489, 0, 59.34233142663924, 60.9375, 59.34065934065934,
30, 20033, 0, 62.86127888983178, 78.08159722222221, 62.858141160027955,
31, 22805, 0, 55.86494189870643, 59.244791666666664, 55.862492326580714,
32, 35489, 0, 59.34233142663924, 60.9375, 59.34065934065934,
33, 20033, 0, 62.86127888983178, 78.08159722222221, 62.858141160027955,
34, 22805, 0, 55.86494189870643, 59.244791666666664, 55.862492326580714,
35, 35489, 0, 59.34233142663924, 60.9375, 59.34065934065934,
36, 20033, 0, 62.86127888983178, 78.08159722222221, 62.858141160027955,
37, 22805, 0, 55.86494189870643, 59.244791666666664, 55.862492326580714,
38, 35489, 0, 59.34233142663924, 60.9375, 59.34065934065934,
39, 20033, 0, 62.86127888983178, 78.08159722222221, 62.858141160027955,
40, 22805, 0, 55.86494189870643, 59.244791666666664, 55.862492326580714,
41, 35489, 0, 59.34233142663924, 60.9375, 59.34065934065934,
42, 20033, 0, 62.86127888983178, 78.08159722222221, 62.858141160027955,
43, 38009, 0, 66.5210871109474, 70.546875, 66.51933701657462,
44, 23349, 0, 62.15469613259668, 62.98828125, 62.15203426124197,
45, 19515, 0, 64.4043043812452, 72.19956341911765, 64.4010043041607,
46, 129233, 0, 77.80365696068341, 82.51378676470588, 77.80305492362683,
47, 21099, 0, 59.91753163657045, 61.728515625, 59.91469194312796,
48, 23349, 0, 62.15469613259668, 62.98828125, 62.15203426124197,
49, 19515, 0, 64.4043043812452, 72.19956341911765, 64.4010043041607,
50, 21099, 0, 59.91753163657045, 61.728515625, 59.91469194312796,
51, 23349, 0, 62.15469613259668, 62.98828125, 62.15203426124197,
52, 19515, 0, 64.4043043812452, 72.19956341911765, 64.4010043041607,
53, 16879, 0, 2.974109840630369, 3.06396484375, 2.9739336492890995,
