LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
24, 1.0, 6115.0, 87808, 1.0, 6112.0, 86464, 63.0, 6142.0, 40964, -1310.0, -1.0, 12544, -1245.0, -1.0, 12352, 4626.0, 6332.0, 37859,
25, 1.0, 123083.0, 3483648, 1.0, 123068.0, 3335040, 3455.0, 123098.0, 30032, -3275.0, 122129.0, 793258, -3275.0, 105181.0, 3321216, 123129.0, 123997.0, 27792,
26, 1.0, 6185.0, 150528, 1.0, 6182.0, 88704, 383.0, 6212.0, 7364, -3275.0, 5128.0, 150528, -1310.0, -1.0, 12672, 6243.0, 6445.0, 6468,
27, 1.0, 6115.0, 87808, 1.0, 6112.0, 86464, 63.0, 6142.0, 40964, -1310.0, -1.0, 12544, -1245.0, -1.0, 12352, 4626.0, 6332.0, 37859,
28, 1.0, 123083.0, 3483648, 1.0, 123068.0, 3335040, 3455.0, 123098.0, 30032, -3275.0, 122129.0, 793258, -3275.0, 105181.0, 3321216, 123129.0, 123997.0, 27792,
29, 1.0, 6185.0, 150528, 1.0, 6182.0, 88704, 383.0, 6212.0, 7364, -3275.0, 5128.0, 150528, -1310.0, -1.0, 12672, 6243.0, 6445.0, 6468,
30, 1.0, 6115.0, 87808, 1.0, 6112.0, 86464, 63.0, 6142.0, 40964, -1310.0, -1.0, 12544, -1245.0, -1.0, 12352, 4626.0, 6332.0, 37859,
31, 1.0, 123083.0, 3483648, 1.0, 123068.0, 3335040, 3455.0, 123098.0, 30032, -3275.0, 122129.0, 793258, -3275.0, 105181.0, 3321216, 123129.0, 123997.0, 27792,
32, 1.0, 6185.0, 150528, 1.0, 6198.0, 131712, 383.0, 6228.0, 10500, -3275.0, 5128.0, 150528, -1900.0, -1.0, 18816, 6243.0, 6543.0, 9604,
33, 1.0, 11001.0, 188160, 1.0, 10998.0, 194208, 95.0, 11028.0, 61124, -1900.0, -1.0, 18816, -2817.0, -1.0, 27744, 5810.0, 11806.0, 56675,
34, 1.0, 262253.0, 7464960, 1.0, 262238.0, 7490880, 5183.0, 262268.0, 44816, -3275.0, 255621.0, 2127899, -3275.0, 238110.0, 7472184, 188824.0, 262576.0, 41647,
35, 1.0, 8873.0, 225792, 1.0, 8886.0, 197568, 575.0, 8916.0, 10500, -3275.0, 7343.0, 225792, -2882.0, -1.0, 28224, 8931.0, 9231.0, 9604,
36, 1.0, 11001.0, 188160, 1.0, 10998.0, 194208, 95.0, 11028.0, 61124, -1900.0, -1.0, 18816, -2817.0, -1.0, 27744, 5810.0, 11806.0, 56675,
37, 1.0, 262253.0, 7464960, 1.0, 262238.0, 7490880, 5183.0, 262268.0, 44816, -3275.0, 255621.0, 2127899, -3275.0, 238110.0, 7472184, 188824.0, 262576.0, 41647,
38, 1.0, 8873.0, 225792, 1.0, 8886.0, 197568, 575.0, 8916.0, 10500, -3275.0, 7343.0, 225792, -2882.0, -1.0, 28224, 8931.0, 9231.0, 9604,
39, 1.0, 11001.0, 188160, 1.0, 10998.0, 194208, 95.0, 11028.0, 61124, -1900.0, -1.0, 18816, -2817.0, -1.0, 27744, 5810.0, 11806.0, 56675,
40, 1.0, 262253.0, 7464960, 1.0, 262238.0, 7490880, 5183.0, 262268.0, 44816, -3275.0, 255621.0, 2127899, -3275.0, 238110.0, 7472184, 188824.0, 262576.0, 41647,
41, 1.0, 3782.0, 84672, 1.0, 3782.0, 93312, 575.0, 3812.0, 4353, -2882.0, -1.0, 28224, -3275.0, 1739.0, 60974, 3827.0, 3951.0, 3969,
42, 1.0, 7058.0, 125440, 1.0, 7042.0, 153920, 159.0, 7072.0, 25617, -786.0, -1.0, 7840, -3275.0, 5407.0, 81020, 7103.0, 7839.0, 23569,
43, 1.0, 139194.0, 3456000, 1.0, 139170.0, 4155840, 8646.0, 139200.0, 13049, -3275.0, 136618.0, 1898760, -3275.0, 129837.0, 4155840, 139231.0, 139606.0, 12025,
44, 1.0, 6086.0, 141120, 1.0, 6086.0, 155520, 959.0, 6116.0, 4353, -3275.0, 5483.0, 141120, -3275.0, 4216.0, 81820, 6131.0, 6255.0, 3969,
45, 1.0, 7058.0, 125440, 1.0, 7042.0, 153920, 159.0, 7072.0, 25617, -786.0, -1.0, 7840, -3275.0, 5407.0, 81020, 7103.0, 7839.0, 23569,
46, 1.0, 139194.0, 3456000, 1.0, 139170.0, 4155840, 8646.0, 139200.0, 13049, -3275.0, 136618.0, 1898760, -3275.0, 129837.0, 4155840, 139231.0, 139606.0, 12025,
47, 1.0, 6086.0, 141120, 1.0, 6086.0, 155520, 959.0, 6116.0, 4353, -3275.0, 5483.0, 141120, -3275.0, 4216.0, 81820, 6131.0, 6255.0, 3969,
48, 1.0, 7058.0, 125440, 1.0, 7042.0, 153920, 159.0, 7072.0, 25617, -786.0, -1.0, 7840, -3275.0, 5407.0, 81020, 7103.0, 7839.0, 23569,
49, 1.0, 139194.0, 3456000, 1.0, 139170.0, 4155840, 8646.0, 139200.0, 13049, -3275.0, 136618.0, 1898760, -3275.0, 129837.0, 4155840, 139231.0, 139606.0, 12025,
50, 1.0, 12218.0, 282240, 1.0, 12202.0, 309120, 959.0, 12232.0, 8657, -3275.0, 11073.0, 282240, -3275.0, 8255.0, 162680, 12263.0, 12509.0, 7889,
51, 1.0, 15998.0, 329280, 1.0, 15982.0, 410240, 319.0, 16012.0, 34097, -1572.0, -1.0, 15680, -3275.0, 13831.0, 217300, 16043.0, 17024.0, 31409,
52, 1.0, 21410.0, 20480, 1.0, 21430.0, 641280, 1310.0, 21460.0, 1525, -131.0, -1.0, 1280, -3275.0, 20514.0, 641280, 21471.0, 21486.0, 501,
