LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 22.455356297460565, 11.605336413733028, 2.8267212048907657, 2.2310676821382383, 9.257633587786259, 2.6310029714255596,
1, 28.61575418899234, 14.896678621018648, 0.9200364593537835, 4.361860074834533, 9.673282442748091, 0.988681299493637,
2, 28.61575418899234, 14.896678621018648, 0.9200364593537835, 4.361860074834533, 9.673282442748091, 0.988681299493637,
3, 28.61575418899234, 14.896678621018648, 0.9200364593537835, 4.361860074834533, 9.673282442748091, 0.988681299493637,
4, 28.61575418899234, 14.896678621018648, 0.9200364593537835, 4.361860074834533, 9.673282442748091, 0.988681299493637,
5, 28.313068193692658, 19.56153733620347, 1.1653326088319504, 13.383451225530514, 2.628777489969018, 1.8611891812972223,
6, 29.158369007650737, 20.560388402830647, 0.6011257691299626, 4.619079502058225, 28.930381777350018, 1.0876372810923123,
7, 15.822831945124939, 11.006369426751592, 5.864674179323861, 12.526254472830157, 9.06318082788671, 8.094716590202752,
8, 29.158369007650737, 20.560388402830647, 0.6011257691299626, 4.619079502058225, 28.930381777350018, 1.0876372810923123,
9, 29.158369007650737, 20.560388402830647, 0.6011257691299626, 4.619079502058225, 28.930381777350018, 1.0876372810923123,
10, 26.570641813175175, 24.48294852785427, 0.6477911930146626, 14.551602007787212, 28.16188373804268, 31.964601769911503,
11, 28.045782684407175, 25.124346988114763, 0.3411046678726606, 5.594197047620719, 29.230361207323106, 31.97246127366609,
12, 18.949861823924202, 17.383339913146468, 4.156467956310041, 9.819178082191781, 9.695830886670581, 31.965859030837006,
13, 28.045782684407175, 25.124346988114763, 0.3411046678726606, 5.594197047620719, 29.230361207323106, 31.97246127366609,
14, 28.045782684407175, 25.124346988114763, 0.3411046678726606, 5.594197047620719, 29.230361207323106, 31.97246127366609,
15, 23.85854838330946, 27.80792260548994, 0.3227510742714913, 14.371166643398949, 28.78176593775873, 31.961928934010153,
16, 24.668681148730638, 28.177115800994553, 0.16657545980156557, 9.819178082191781, 29.19043628296771, 31.965174129353233,
17, 25.765507600908613, 22.99213699108859, 3.0753101520181723, 9.57557251908397, 11.13913751017087, 32.0,
18, 24.668681148730638, 28.177115800994553, 0.16657545980156557, 9.819178082191781, 29.19043628296771, 31.965174129353233,
19, 24.668681148730638, 28.177115800994553, 0.16657545980156557, 9.819178082191781, 29.19043628296771, 31.965174129353233,
20, 0.89208319721224, 27.933355112708266, 0.16606773385603832, 7.757575757575758, 22.7686845375466, 31.3125,
