LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 9.702423659112783, 9.707935952401785, 12.218275148015282, 1.3119279188244706, 6.595419847328245, 11.73390522815032,
1, 26.27083506095033, 26.331627075967404, 3.10184019479981, 3.730262423642681, 9.375381485249237, 3.1740506069721883,
2, 10.893912665888674, 5.446956332944337, 6.1278258745623795, 10.208489102515195, 7.757575757575758, 6.490187202948689,
3, 6.564174125393832, 6.564174125393832, 13.948870016461893, 6.469175065002041, 7.7969543147208125, 13.382841584708563,
4, 29.78854758605362, 29.85747976228581, 1.1723940767109808, 8.82114710493737, 0.13205757635473567, 1.135706233801024,
5, 19.444293741522962, 14.58322030614222, 5.266162888329135, 16.365296803652967, 8.793893129770993, 8.342936288088643,
6, 8.930444481359311, 8.03740003322338, 11.460737084411116, 8.627037436097293, 8.793893129770993, 11.243993526702353,
7, 30.248623693128792, 27.485169182892335, 0.719319842671196, 6.051338105257743, 30.384380778177626, 0.7230746449067864,
8, 22.370040124832812, 16.77753009362461, 4.039035022539258, 20.24949553831667, 8.793893129770993, 6.454779254179169,
9, 8.930444481359311, 8.03740003322338, 11.460737084411116, 8.627037436097293, 8.793893129770993, 11.243993526702353,
10, 30.248623693128792, 27.485169182892335, 0.719319842671196, 6.051338105257743, 30.384380778177626, 0.7230746449067864,
11, 21.92581083705574, 22.37327636434259, 5.183142357739367, 14.730688935281837, 8.793893129770993, 32.0,
12, 10.676501879565926, 10.894389673026456, 11.35740123413008, 9.819178082191781, 9.380152671755726, 12.93684481869737,
13, 29.663101672175692, 30.891750853863442, 0.5850710388989289, 4.798286446447137, 30.58906951306906, 0.7284832500981988,
14, 23.70893054024256, 24.19278626555363, 4.203496613639944, 17.325966850828728, 9.380152671755726, 32.0,
15, 10.676501879565926, 10.894389673026456, 11.35740123413008, 9.819178082191781, 9.380152671755726, 12.93684481869737,
16, 29.663101672175692, 30.891750853863442, 0.5850710388989289, 4.798286446447137, 30.58906951306906, 0.7284832500981988,
17, 23.70893054024256, 24.19278626555363, 4.203496613639944, 17.325966850828728, 9.380152671755726, 32.0,
18, 10.676501879565926, 10.894389673026456, 11.35740123413008, 9.819178082191781, 9.380152671755726, 12.93684481869737,
19, 29.663101672175692, 30.891750853863442, 0.5850710388989289, 4.798286446447137, 30.58906951306906, 0.7284832500981988,
20, 21.17130801687764, 24.1957805907173, 3.780590717299578, 12.160930683470674, 9.86987951807229, 32.0,
21, 14.223566096569972, 16.25550411036568, 7.619767551733913, 9.57557251908397, 9.873844917637605, 12.02411370169275,
22, 28.292572922934067, 31.43619213659341, 0.2801605086247329, 6.48660013509271, 31.052956702420396, 0.6496219237272215,
23, 24.111484863046613, 27.5559827006247, 2.152811148486305, 17.911470728224653, 9.873844917637605, 32.0,
24, 14.223566096569972, 16.25550411036568, 7.619767551733913, 9.57557251908397, 9.873844917637605, 12.02411370169275,
25, 28.292572922934067, 31.43619213659341, 0.2801605086247329, 6.48660013509271, 31.052956702420396, 0.6496219237272215,
26, 24.111484863046613, 27.5559827006247, 2.152811148486305, 17.911470728224653, 9.873844917637605, 32.0,
27, 14.223566096569972, 16.25550411036568, 7.619767551733913, 9.57557251908397, 9.873844917637605, 12.02411370169275,
28, 28.292572922934067, 31.43619213659341, 0.2801605086247329, 6.48660013509271, 31.052956702420396, 0.6496219237272215,
29, 24.111484863046613, 27.5559827006247, 2.152811148486305, 17.911470728224653, 9.873844917637605, 32.0,
30, 14.223566096569972, 16.25550411036568, 7.619767551733913, 9.57557251908397, 9.873844917637605, 12.02411370169275,
31, 28.292572922934067, 31.43619213659341, 0.2801605086247329, 6.48660013509271, 31.052956702420396, 0.6496219237272215,
32, 24.110197544046983, 27.55451147891084, 2.152696209289909, 20.23407115332915, 4.599938719231948, 32.0,
33, 17.01351283468127, 19.444014668207164, 6.076254583814738, 9.903157894736841, 3.976829691293791, 7.7591727360175895,
34, 28.459686660072563, 31.621874066747292, 0.18787687524224858, 8.172811192630409, 31.466255263723617, 0.2923095892341295,
35, 25.280883779950734, 28.892438605657983, 1.5048145107113533, 21.55600814663951, 6.623944440059979, 32.0,
36, 17.01351283468127, 19.444014668207164, 6.076254583814738, 9.903157894736841, 3.976829691293791, 7.7591727360175895,
37, 28.459686660072563, 31.621874066747292, 0.18787687524224858, 8.172811192630409, 31.466255263723617, 0.2923095892341295,
38, 25.280883779950734, 28.892438605657983, 1.5048145107113533, 21.55600814663951, 6.623944440059979, 32.0,
39, 17.01351283468127, 19.444014668207164, 6.076254583814738, 9.903157894736841, 3.976829691293791, 7.7591727360175895,
40, 28.459686660072563, 31.621874066747292, 0.18787687524224858, 8.172811192630409, 31.466255263723617, 0.2923095892341295,
41, 22.122589747609343, 28.894811098918325, 1.3293619689606522, 9.79319916724497, 16.898337668212147, 32.0,
42, 17.6589834071627, 23.064794654253323, 3.8201066146107063, 9.974554707379134, 11.542359574619942, 10.554035874439462,
43, 24.82197510907496, 31.772128139615948, 0.09928790043629984, 13.512541809194417, 31.415801833194454, 32.0,
44, 23.015950680105686, 30.06164986789314, 0.8298267932283002, 17.965169569202565, 14.024802705749718, 32.0,
45, 17.6589834071627, 23.064794654253323, 3.8201066146107063, 9.974554707379134, 11.542359574619942, 10.554035874439462,
46, 24.82197510907496, 31.772128139615948, 0.09928790043629984, 13.512541809194417, 31.415801833194454, 32.0,
